r1,r2,rl
0.46626,0.2236,0.42945
0.42105,0.32061,0.42105
0.45113,0.22901,0.43609
0.26348,0.04849,0.2036
0.26087,0.08824,0.24638
0.52542,0.34483,0.47458
0.31285,0.1469,0.30168
0.27272,0.15385,0.27272
0.49655,0.32168,0.49655
0.38181,0.25926,0.34546
0.2,0.02703,0.18667
0.16445,0.03733,0.15384
0.38554,0.2439,0.36145
0.27273,0.14815,0.25455
0.38494,0.11814,0.35147
0.54545,0.44444,0.52727
0.592,0.34147,0.544
0.27587,0.09791,0.24828
0.34043,0.11511,0.28369
0.18182,0.01316,0.14286
0.23256,0.09524,0.18605
0.2293,0.11613,0.21656
0.34395,0.16774,0.29299
0.33334,0.13044,0.29032
0.43038,0.28205,0.41772
0.31638,0.11429,0.27119
0.4,0.24836,0.30968
0.43216,0.1929,0.41206
0.52564,0.2987,0.44872
0.32394,0.14286,0.28169
0.26436,0.10465,0.25288
0.32258,0.18478,0.30108
0.41482,0.15038,0.31111
0.34118,0.25001,0.25882
0.41958,0.2695,0.36364
0.28767,0.09722,0.21918
0.37838,0.16514,0.32432
0.41072,0.15316,0.36607
0.14458,0.02439,0.12049
0.34247,0.18056,0.31507
0.56545,0.4127,0.56545
0.1579,0.01786,0.14035
0.47826,0.32353,0.46377
0.29932,0.13793,0.25851
0.23448,0.05594,0.2069
0.34637,0.20339,0.31285
0.37762,0.12766,0.30769
0.36232,0.16177,0.33334
0.2359,0.07254,0.22564
0.22,0.07071,0.19
0.26667,0.14864,0.24
0.33333,0.09231,0.25758
0.38596,0.14286,0.31579
0.34437,0.13423,0.31788
0.27737,0.13333,0.27737
0.688,0.4878,0.688
0.30769,0.08383,0.28402
0.30232,0.10588,0.30232
0.21739,0.08824,0.2029
0.125,0.04256,0.10417
0.34482,0.20979,0.34482
0.51515,0.27692,0.4697
0.36667,0.13559,0.33333
0.39107,0.22599,0.36871
0.39175,0.20833,0.39175
0.28302,0.11428,0.28302
0.37681,0.22059,0.33333
0.29932,0.13793,0.2585
0.25641,0.09091,0.23077
0.68354,0.48718,0.67089
0.33071,0.064,0.31496
0.25504,0.09524,0.25504
0.47482,0.23358,0.41727
0.48819,0.26984,0.40945
0.4031,0.14173,0.3876
0.58731,0.46774,0.58731
0.24084,0.09524,0.20942
0.45801,0.31008,0.42748
0.41346,0.18446,0.35577
0.19418,0.05941,0.1165
0.20253,0.07692,0.18987
0.28696,0.14913,0.24348
0.39683,0.19355,0.34921
0.35849,0.20952,0.35849
0.31522,0.07692,0.28261
0.33334,0.175,0.32099
0.45614,0.24852,0.35088
0.416,0.2439,0.416
0.5034,0.30345,0.46259
0.48366,0.33112,0.45752
0.24638,0.05882,0.1884
0.44444,0.22609,0.34188
0.47058,0.2649,0.4183
0.53012,0.29268,0.51807
0.22901,0.04651,0.19847
0.27338,0.10219,0.2446
0.43478,0.19118,0.3913
0.28813,0.15517,0.28813
0.26891,0.15384,0.23529
0.47552,0.31206,0.46154
0.50393,0.4,0.50393
0.30769,0.14508,0.28718
0.43609,0.29008,0.33083
0.4712,0.25397,0.42932
0.22857,0.03883,0.17143
0.31482,0.13208,0.29629
0.35294,0.19459,0.28877
0.50718,0.27053,0.42105
0.17323,0.08,0.17323
0.62025,0.38462,0.56962
0.45498,0.17225,0.36967
0.34722,0.21127,0.31944
0.40268,0.23129,0.36241
0.24427,0.01551,0.24427
0.21739,0.02941,0.2029
0.41861,0.29411,0.3721
0.11111,0.01613,0.11111
0.24845,0.10063,0.19876
0.34013,0.16552,0.34013
0.29146,0.10152,0.25125
0.32836,0.16667,0.29851
0.4058,0.25,0.34783
0.34646,0.144,0.3307
0.39416,0.20741,0.35037
0.46218,0.21187,0.40336
0.34109,0.15748,0.31008
0.42336,0.2963,0.42336
0.4183,0.27815,0.40523
0.29392,0.18007,0.28115
0.34722,0.12676,0.26389
0.35152,0.1227,0.32727
0.25424,0.12069,0.22034
0.25397,0.03226,0.22222
0.21898,0.05882,0.17518
0.17476,0.0,0.15534
0.28767,0.09722,0.21918
0.49664,0.28571,0.42953
0.30409,0.09467,0.2924
0.27225,0.10582,0.24084
0.42336,0.25185,0.40876
0.39024,0.14754,0.28455
0.34507,0.19859,0.3169
0.35632,0.18605,0.33333
0.39473,0.2,0.36843
0.44737,0.29333,0.40789
0.37143,0.31884,0.37143
0.23404,0.04301,0.2234
0.33155,0.15135,0.29946
0.40244,0.17284,0.36585
0.50486,0.33663,0.50486
0.33784,0.16439,0.28378
0.3741,0.17518,0.35971
0.38202,0.22727,0.37079
0.51136,0.34483,0.46591
0.33333,0.10811,0.28
0.49802,0.27889,0.45059
0.26574,0.08511,0.25175
0.47761,0.18091,0.39801
0.34723,0.22535,0.34723
0.26549,0.09009,0.24779
0.31674,0.14612,0.2896
0.25698,0.03389,0.23464
0.43903,0.19753,0.39024
0.40244,0.18519,0.36585
0.29214,0.09195,0.26966
0.45378,0.22222,0.40336
0.37944,0.11952,0.3083
0.42105,0.2053,0.38158
0.22764,0.03306,0.19512
0.29488,0.12987,0.28205
0.51572,0.35669,0.50315
0.4898,0.22069,0.44898
